id_card,to_pay,pay_1_no,pay_1,pay_2_no,pay_2,pay_3_no,pay_3,sport_no,sport
,250,3407,100,,,,,,
e20140078,550,689,550,,,,,,
e20110729,450,94,225,3667,225,,,e20110729,
e20130951,300,2284,150,5384,150,,,,
e20130059,550,1926,275,4244,275,,,,
e20120447,500,3012,250,5525,250,,,,
e20110601,500,,,,,,,,
e20120138,250,1565,125,4007,125,,,,
e20110153,225,2749,125,5052,100,,,e20110153,
e20120222,500,2570,500,,,,,,
e20130358,550,3242,275,5069,275,,,,
e20140495,550,214,275,4807,275,,,,
e20120691,250,3182,150,4675,100,,,,
e20120072,500,1550,250,5250,250,,,,
e20130854,400,1481,400,,,,,,
e20131169,0,,,,,,,,
e20130220,550,1449,275,4369,275,,,,
e20120273,500,4654,350,5657,150,,,,
e20140846,500,1050,250,,,,,,
e20120261,500,2902,200,5501,300,,,,
e20131052,300,1569,150,5092,150,,,,
e20120736,500,2157,250,4775,250,,,,
e20120434,500,3183,250,5615,250,,,,
e20130706,550,2262,275,3440,275,,,,
e20120723,500,1895,250,4032,250,,,,
e20120022,0,,,,,,,,
e20110703,225,1684,225,,,,,e20110703,
,250,2318,125,3818,125,,,,
e20120626,550,,,,,,,,
e20130114,550,1375,275,4453,275,,,,
e20130475,550,1811,300,3846,250,,,,
e20130598,550,1130,275,3762,275,,,,
e20120431,500,2689,250,4343,250,,,,
e20120669,400,,,,,,,,
e20110102,225,3301,110,,,,,e20110102,
e20110654,450,2717,225,4970,225,,,e20110654,
e20120037,500,3332,250,5291,250,,,,
e20110354,450,3071,225,5515,225,,,e20110354,
e20110711,0,,,,,,,e20110711,
e20130523,0,,,,,,,,
e20120362,550,,,,,,,,
e20120285,500,3085,250,4973,250,,,,
e20120817,550,,,,,,,,
e20120358,500,3315,250,5259,250,,,,
e20120633,500,2703,250,5003,250,,,,
e20120415,500,2066,250,3786,250,,,,
,250,,,,,,,,
,250,1637,125,,,,,,
e20110565,450,2829,225,3833,225,,,e20110565,
e20131032,200,,,,,,,,
e20110097,450,2018,225,3703,225,,,e20110097,
e20110098,450,3748,225,5599,225,,,e20110098,
e20120266,500,2174,250,4290,250,,,,
e20140317,550,209,275,3577,275,,,,
e20130616,550,3329,200,5713,350,,,,
e20130718,550,2699,275,5176,275,,,,
e20120527,500,2656,250,4405,250,,,,
e20120053,0,,,,,,,,
e20140179,400,285,200,4156,200,,,,
e20110731,225,2807,100,4802,125,,,e20110731,
e20130144,550,,,,,,,,
e20110864,450,5453,450,,,,,e20110864,
e20110562,0,,,,,,,e20110562,
e20130357,0,,,,,,,,
e20120386,500,4738,500,,,,,,
e20140722,550,614,275,4129,275,,,,
e20120208,500,1623,250,4784,250,,,,
e20140956,300,1463,150,,,,,,
e20120029,500,2706,250,5432,250,,,,
e20120061,550,2832,250,5166,300,,,,
e20130482,0,,,,,,,,
e20120399,250,3401,250,,,,,,
e20110574,450,1676,225,3867,225,,,e20110574,
e20120687,500,3262,250,5519,250,,,,
e20130113,550,2540,275,4372,275,,,,
e20130511,550,2666,300,,,,,,
e20130287,550,2100,275,4429,275,,,,
e20130488,550,2813,300,5456,250,,,,
e20110308,500,,,,,,,,
e20140853,500,1113,250,5352,250,,,,
e20141063,300,1534,150,3620,150,,,,
e20131088,0,,,,,,,,
e20110148,225,1845,125,3764,100,,,e20110148,
e20140149,550,487,275,4137,275,,,,
e20130184,550,3243,100,,,,,,
e20140927,300,767,100,,,,,,
e20110544,450,2733,225,4582,225,,,e20110544,
e20131223,200,1432,200,,,,,,
,0,,,,,,,,
,550,780,275,,,,,,
e20140887,200,627,100,3573,100,,,,
e20110144,500,,,,,,,,
e20130708,550,772,275,4150,275,,,,
e20130552,550,2124,275,,,,,,
e20131084,0,,,,,,,,
e20120769,500,1733,250,5138,250,,,,
e20120628,550,,,,,,,,
e20120241,550,,,,,,,,
e20130726,400,1683,200,4113,200,,,,
e20130952,300,3303,150,5143,150,,,,
e20130284,400,2313,400,,,,,,
e20120607,250,1736,125,5545,125,,,,
e20120024,500,,,,,,,,
e20120069,500,2082,250,5424,250,,,,
e20120169,500,3389,500,,,,,,
e20120720,500,2682,250,4497,250,,,,
e20120184,0,,,,,,,,
e20120251,250,3391,250,,,,,,
e20120065,500,3277,250,5374,250,,,,
e20130437,550,1303,275,3589,275,,,,
e20120135,550,2793,275,4090,275,,,,
e20120140,500,1320,250,5186,250,,,,
e20120755,500,3261,250,5536,250,,,,
e20131143,300,2398,150,5030,150,,,,
e20120146,500,2943,250,4661,250,,,,
e20120263,250,2014,250,,,,,,
e20130649,400,3220,200,4508,200,,,,
e20120334,500,,,,,,,,
,250,1161,125,5347,125,,,,
e20120384,500,2819,250,5137,250,,,,
e20120799,500,1814,250,4696,250,,,,
e20120811,500,3019,250,3727,250,,,,
e20110220,500,,,,,,,,
,0,,,,,,,,
e20120405,500,4957,250,,,,,,
e20120498,500,3076,250,4068,250,,,,
e20120531,500,2748,250,4979,250,,,,
,125,,,,,,,,
,500,2627,200,3507,300,,,,
e20130136,550,,,,,,,,
e20120260,500,3112,100,5376,400,,,,
e20120728,500,,,,,,,,
e20130039,0,,,,,,,,
e20130080,550,4552,550,,,,,,
e20140839,250,997,250,,,,,,
,0,,,,,,,,
,500,2820,250,4752,250,,,,
,500,2877,250,5345,250,,,,
e20110311,225,2430,125,5556,100,,,e20110311,
e20120171,250,1248,200,4329,50,,,,
e20120269,500,2727,250,4505,250,,,,
e20131048,0,,,,,,,,
e20120653,500,,,,,,,,
e20140726,550,751,275,4679,275,,,,
e20110010,225,1732,125,5480,100,,,,
e20120438,500,3406,500,,,,,,
e20130555,400,1992,200,4221,200,,,,
e20110612,450,1829,225,4663,225,,,e20110612,
e20120356,500,3228,100,5335,400,,,,
e20130472,550,2665,250,5121,300,,,,
e20130106,550,217,550,,,,,,
e20120166,500,2073,250,4966,250,,,,
e20140556,550,313,275,4473,275,,,,
e20120563,500,1329,500,,,,,,
e20120744,250,1804,250,,,,,,
e20140809,550,843,550,,,,,,
e20140848,500,1077,250,4769,250,,,,
e20120433,250,3405,250,,,,,,
e20130005,550,1276,550,,,,,,
e20110131,450,1430,250,5113,200,,,e20110131,
e20120550,500,2378,245,4515,255,,,,
e20140319,550,744,200,3625,200,4608,150,,
e20120477,500,2344,250,4450,250,,,,
e20131103,0,,,,,,,,
e20110051,0,,,,,,,e20110051,
e20130142,550,1719,275,4335,275,,,,
e20120560,500,2406,250,4938,250,,,,
e20120582,500,3788,250,4742,250,,,,
e20120642,550,,,,,,,,
e20120726,0,,,,,,,,
e20120796,400,1145,200,3623,200,,,,
e20110130,500,,,,,,,e20110130,
e20120130,550,,,,,,,,
e20120417,500,3402,500,,,,,,
e20140642,0,812,,,,,,,
e20120167,550,,,,,,,,
e20140980,200,990,100,,,,,,
e20120699,500,2291,200,4645,300,,,,
e20120018,500,,,,,,,,
e20130102,400,12,150,3907,250,,,,
e20120133,500,2597,250,4905,250,,,,
e20130237,550,1752,275,5276,275,,,,
e20110298,450,3046,225,5181,225,,,e20110298,
e20130910,550,3272,275,,,,,,
e20120623,250,1687,125,4249,125,,,,
e20110034,450,2092,225,3960,225,,,e20110034,
e20131177,0,,,,,,,,
e20120681,500,1251,500,,,,,,
e20120739,500,1837,100,5341,400,,,,
e20120788,500,2932,250,3965,250,,,,
e20130944,400,1928,200,3994,200,,,,
e20130660,550,1577,275,4281,275,,,,
e20110554,450,2903,450,,,,,e20110554,
e20120400,500,4060,500,,,,,,
e20131085,300,1420,150,3671,150,,,,
e20130781,550,1818,275,4346,275,,,,
e20120816,500,,500,,,,,,
e20130754,0,,,,,,,,
e20120111,250,2970,250,,,,,,
e20110623,450,2747,250,5381,200,,,e20110623,
e20120457,500,3136,250,5593,250,,,,
e20110038,450,3083,125,4889,325,,,e20110038,
e20110352,0,,,,,,,e20110352,
e20120485,550,,,,,,,,
,500,951,250,5570,250,,,,
,550,2808,275,5548,255,,,,
e20140150,550,283,275,4641,275,,,,
e20120425,500,3108,250,5293,250,,,,
e20131043,200,2414,100,5544,100,,,,
e20130942,400,3273,200,5072,200,,,,
e20130052,400,3422,400,,,,,,
e20120562,250,2358,125,4949,125,,,,
e20120593,500,2054,250,5420,250,,,,
e20120077,500,,,,,,,,
e20120497,500,3146,250,4660,250,,,,
e20130217,550,2651,400,4089,150,,,,
e20120761,250,2165,250,,,,,,
e20120760,500,3014,250,4698,250,,,,
e20120651,500,2910,250,5199,250,,,,
e20120240,500,2454,250,3827,250,,,,
e20120373,500,2619,250,5414,250,,,,
e20130300,550,1290,250,3848,300,,,,
e20110507,450,3660,450,,,,,e20110507,
e20110818,500,2158,100,,,,,,
e20120521,500,2844,250,3847,250,,,,
e20110909,300,,,,,,,,
e20120500,500,2065,250,4383,250,,,,
e20120021,250,1885,250,,,,,e20110010,
e20130116,400,3193,200,4044,200,,,,
e20130247,550,254,275,4246,275,,,,
e20131176,200,2290,100,5592,100,,,,
e20120001,500,2766,250,4154,250,,,,
e20120250,0,,,,,,,,
e20130720,550,1521,275,4618,275,,,,
e20120712,550,3045,160,4477,390,,,,
e20110457,450,3038,150,5716,300,,,e20110457,
e20120232,500,3552,500,,,,,,
e20120418,250,3403,250,,,,,,
e20130940,550,2892,275,5665,275,,,,
e20120634,500,2599,250,3961,250,,,,
e20130885,550,2373,275,4058,275,,,,
e20100605,450,4833,450,,,,,,
e20120313,500,2003,250,4435,250,,,,
e20120510,250,1300,250,,,,,,
e20120258,500,1866,250,4424,250,,,,
e20130044,550,3419,550,,,,,,
e20120213,500,,,,,,,,
e20130311,550,2441,275,4278,275,,,,
e20140213,550,381,275,,,,,,
e20131141,0,,,,,,,,
,500,2201,250,3568,250,,,,
,300,2822,300,,,,,,
,500,1194,500,,,,,,
,550,2126,275,4545,275,,,,
,400,1416,200,3937,200,,,,
,0,,,,,,,,
,550,3034,275,4523,275,,,,
,550,595,275,4035,275,,,,
,550,,,,,,,,
e20130038,550,2998,275,4471,275,,,,
e20130430,0,,,,,,,,
e20130534,550,1641,275,,,,,,
e20140300,550,591,275,3990,275,,,,
e20140324,550,700,550,,,,,,
e20120196,550,,,,,,,,
e20130436,0,,,,,,,,
e20131124,200,1668,100,4869,100,,,,
e20130838,550,3051,300,4164,250,,,,
e20140006,400,826,200,,,,,,
e20140921,0,1466,150,,,,,,
e20120324,500,3393,500,,,,,,
e20130364,550,1299,550,,,,,,
e20141041,200,1199,100,3640,100,,,,
e20120087,500,5155,250,347,250,,,,
e20140906,300,1178,150,5270,150,,,,
e20110339,225,2033,225,,,,,e20110339,
e20140423,550,686,275,3912,275,,,,
,,,,,,,,,
e20130242,550,1595,275,3984,275,,,,
e20120028,500,3088,250,4896,250,,,,
e20130174,0,,,,,,,,
e20140961,300,1028,150,,,,,,
e20140807,550,1012,275,4153,275,,,,
e20130071,550,1573,275,4362,275,,,,
e20131107,300,4563,300,,,,,,
e20130901,550,1225,550,,,,,,
e20120197,500,2447,250,4387,250,,,,
e20130429,550,2088,200,4579,350,,,,
e20110738,450,2916,225,4334,225,,,e20110738,
e20130281,400,2385,200,,,,,,
e20130753,400,3259,200,5038,200,,,,
e20130109,550,20,275,4237,275,,,,
e20130406,550,3207,300,4376,250,,,,
e20130841,550,2866,275,5047,275,,,,
e20120195,0,,,,,,,,
,0,,,,,,,,
e20130339,400,2011,200,3698,200,,,,
e20120396,500,2849,250,5413,250,,,,
e20120631,0,,,,,,,,
e20140489,550,578,275,4705,275,,,,
e20120518,0,,,,,,,,
e20130642,550,24,275,5397,275,,,,
e20130729,550,1748,250,5201,300,,,,
e20120128,500,,,,,,,,
e20130270,550,2701,200,5246,350,,,,
e20120303,250,3062,130,3836,120,,,,
e20140581,550,395,550,,,,,,
e20130906,550,2327,275,5105,275,,,,
e20130218,550,2136,275,5421,275,,,,
,0,,,,,,,,
,550,712,550,,,,,,
e20131064,300,2724,300,,,,,,
e20120489,500,5135,500,,,,,,
e20140628,550,291,550,,,,,,
e20131160,0,,,,,,,,
e20130903,550,1634,275,3791,275,,,,
e20130407,550,3336,200,5454,275,,,,
e20120572,500,3074,250,5546,250,,,,
e20130133,550,,,,,,,,
e20120335,500,2042,250,5148,250,,,,
e20130095,550,1272,550,,,,,,
e20120316,500,1863,250,3850,250,,,,
e20120624,250,1542,250,,,,,,
e20130019,550,,,,,,,,
,0,,,,,,,,
,500,3155,500,,,,,,
,500,3054,250,5409,250,,,,
e20130118,550,120,275,4374,275,,,,
e20130878,550,2283,275,4465,275,,,,
e20120123,500,3078,250,5322,250,,,,
,0,,,,,,,,
e20110326,450,1578,225,,,,,e20110326,
e20130635,550,,,,,,,,
e20130537,550,441,550,,,,,,
e20130538,400,2143,200,4338,200,,,,
e20130891,550,2575,275,5207,275,,,,
e20130943,550,1233,0,3446,450,,,,
e20140221,550,822,550,,,,,,
e20130490,550,2774,275,4692,275,,,,
e20130543,550,2533,200,4794,300,5667,50,,
e20140746,550,337,275,4252,275,,,,
e20130658,550,2133,275,4918,275,,,,
e20131172,200,2938,100,5595,100,,,,
e20140789,550,413,275,3534,275,,,,
e20120252,500,1879,500,,,,,,
e20141033,300,1088,300,,,,,,
e20131163,200,1806,100,5366,100,,,,
e20130874,550,2416,270,4418,280,,,,
e20120820,500,2904,250,5380,250,,,,
e20130180,550,3424,550,,,,,,
e20141046,300,1097,300,,,,,,
e20130290,550,1322,275,3831,275,,,,
e20130293,550,2404,300,4968,250,,,,
e20130516,550,2399,275,4222,275,,,,
e20140945,200,1001,100,3613,100,,,,
e20120571,500,2387,250,3868,250,,,,
e20130651,550,981,275,5236,275,,,,
e20141013,300,1119,100,4572,200,,,,
e20140635,550,344,550,,,,,,
e20110566,450,2742,225,5664,225,,,e20110566,
e20131058,200,,,,,,,,
,0,,,,,,,,
,300,1074,150,3859,150,,,,
e20130050,400,771,200,3906,200,,,,
e20130196,550,1902,275,4492,275,,,,
e20130457,550,2321,275,4285,275,,,,
e20140472,0,,,,,,,,
e20130833,550,319,275,5050,275,,,,
e20130884,400,2087,200,4014,200,,,,
e20130096,550,,,,,,,,
e20130264,550,,,,,,,,
e20130648,550,2679,275,4425,275,,,,
e20130714,0,,,,,,,,
e20130638,550,,,,,,,,
e20130115,550,1330,275,4067,275,,,,
e20130435,550,1705,275,3825,275,,,,
e20130449,400,2354,200,3967,200,,,,
e20131072,200,1617,100,3106,100,,,,
e20140479,550,454,550,,,,,,
e20120621,250,1561,250,,,,,,
e20130559,400,1553,200,4220,200,,,,
e20120589,500,2539,250,4814,250,,,,
,0,,,,,,,,
,550,1211,200,4578,350,,,,
,250,2937,130,4625,120,,,,
e20140344,550,311,550,,,,,,
e20120658,0,,,,,,,,
e20130617,400,1374,200,4480,200,,,,
e20130745,550,,,,,,,,
e20120611,500,2831,250,5769,250,,,,
e20130018,400,3417,400,,,,,,
e20130989,300,3027,150,5425,150,,,,
,0,,,,,,,,
,500,3013,250,5427,250,,,,
e20120155,250,2887,125,5313,125,,,,
e20130283,550,1659,275,5605,275,,,,
e20130302,550,1516,275,3737,275,,,,
e20140457,550,491,275,,,,,,
e20140954,300,1190,150,3509,150,,,,
e20121022,300,,,,,,,,
e20120490,550,,,,,,,,
e20130736,550,3221,200,,,,,,
e20141028,300,1494,100,3772,200,,,,
e20120774,500,2379,250,4882,250,,,,
e20130296,550,2396,550,,,,,,
e20140340,400,323,200,,,,,,
e20140972,300,724,150,5017,150,,,,
e20130755,400,1682,200,3760,200,,,,
e20131156,0,,,,,,,,
e20140759,550,828,300,3793,250,,,,
e20130083,550,2303,275,3421,275,,,,
e20130500,400,1308,200,4361,200,,,,
e20110618,450,3047,225,4539,225,,,e20110618,
e20130194,550,356,275,5011,275,,,,
e20120249,500,1359,500,,,,,,
e20120419,500,3267,250,4636,250,,,,
e20130498,550,2958,275,5697,275,,,,
e20120081,500,,,,,,,,
e20130419,550,,,,,,,,
e20140588,550,541,550,,,,,,
e20130442,550,,,,,,,,
e20140744,400,797,200,4140,200,,,,
e20141039,300,1111,150,3553,150,,,,
e20130905,550,2106,300,3444,250,,,,
e20140236,400,868,200,3821,200,,,,
e20130414,550,2875,250,4472,300,,,,
e20140486,550,347,250,4490,300,,,,
e20140880,0,,,,,,,,
e20131025,300,1140,150,3540,150,,,,
e20130391,400,1707,200,4175,200,,,,
e20120412,500,,,,,,,,
e20120743,250,3222,250,??????????,,,,,
e20130851,0,,,,,,,,
e20120148,500,1431,250,5373,250,,,,
e20130394,550,2676,275,4640,275,,,,
e20130793,550,1224,550,,,,,,
e20130605,0,,,,,,,,
e20120526,500,2490,250,4340,250,,,,
e20130661,550,1947,275,4893,275,,,,
e20120085,550,,,,,,,,
e20120112,0,,,,,,,,
e20120185,550,,,,,,,,
,0,,,,,,,,
,550,697,550,,,,,,
,0,,,,,,,,
e20130094,400,2881,150,5240,150,,,,
e20140246,550,302,275,4257,275,,,,
e20130367,550,,,,,,,,
e20130410,550,1549,275,4171,275,,,,
e20140552,550,174,550,,,,,,
e20130859,550,2700,200,5358,350,,,,
e20130869,0,,,,,,,,
,0,,,,,,,,
e20130092,550,,,,,,,,
e20130204,550,1805,550,,,,,,
e20130418,550,1160,275,4370,275,,,,
e20130790,550,,,,,,,,
e20140062,550,612,275,3489,275,,,,
e20130981,300,2199,300,,,,,,
e20130154,550,3002,275,5162,275,,,,
e20130175,400,460,200,4179,200,,,,
e20130595,550,1347,550,,,,,,
e20130825,550,3103,100,5260,200,,,,
e20120276,250,1716,125,3603,125,,,,
e20130731,550,2434,550,,,,,,
e20130747,400,2731,200,5221,200,,,,
e20130183,0,,,,,,,,
e20110558,450,2986,200,5156,250,,,e20110558,
,0,,,,,,,,
,0,,,,,,,,
,550,107,275,4962,275,,,,
,300,2052,150,5623,150,,,,
e20120321,500,,,,,,,,
e20140350,550,679,275,4152,275,,,,
e20130466,400,,,,,,,,
e20120058,250,3388,250,,,,,,
e20130069,550,1930,275,5224,275,,,,
e20130140,550,,,,,,,,
e20120567,500,1860,250,4779,250,,,,
e20130531,550,1644,275,3930,275,,,,
e20120536,500,2415,250,4993,250,,,,
e20130668,550,3437,550,,,,,,
e20120547,250,4496,250,,,,,,
e20130732,550,2410,275,4279,275,,,,
e20140110,0,,,,,,,,
e20120127,500,1987,250,4013,250,,,,
e20140354,550,455,275,,,,,,
e20140969,300,1237,150,,,,,,
e20131093,300,2422,100,4562,200,,,,
e20130569,550,1502,275,,,,,,
e20130131,0,,,,,,,,
,0,,,,,,,,
,550,3044,250,4588,300,,,,
e20140176,550,149,550,,,,,,
e20140459,550,237,275,3064,275,,,,
e20140651,550,590,300,,,,,,
e20120754,500,1836,200,,,,,,
e20130888,550,2633,250,4117,300,,,,
e20131051,300,2356,150,5344,150,,,,
e20130522,550,,,,,,,,
e20120545,500,3125,500,,,,,,
e20130821,0,,,,,,,,
e20110410,0,,,,,,,e20110410,
e20130583,550,1504,275,4141,275,,,,
e20130784,550,2304,275,5119,275,,,,
e20130396,550,3142,275,4419,275,,,,
e20140615,550,942,275,4254,275,,,,
e20131186,300,1739,150,3477,150,,,,
,300,653,300,,,,,,
,550,3300,275,5164,275,,,,
,500,2768,250,4884,250,,,,
,550,1370,275,4831,275,,,,
,550,228,275,4195,275,,,,
e20140843,250,1093,250,,,,,,
e20130631,550,,,,,,,,
e20131132,300,1568,150,5142,150,,,,
e20130141,550,1172,275,4342,275,,,,
e20140950,300,1480,100,3755,200,,,,
e20120522,500,2401,250,4632,250,,,,
e20130585,550,1619,275,4075,275,,,,
e20140704,550,443,275,3744,275,,,,
e20120694,250,2408,130,4900,120,,,,
e20140299,550,884,275,,,,,,
e20120392,550,3492,300,5733,250,,,,
,0,,,,,,,,
,250,1048,250,,,,,,
e20130286,550,3254,275,5230,275,,,,
e20130966,200,1386,100,4636,100,,,,
e20120318,250,3394,250,,,,,,
e20130463,0,,,,,,,,
e20130267,550,558,550,,,,,,
,0,,,,,,,,
e20130815,550,2007,275,3694,275,,,,
e20140882,300,734,300,,,,,,
,0,,,,,,,,
e20120108,0,,,,,,,,
e20120209,500,2850,250,5472,250,,,,
e20130399,550,3238,275,5283,275,,,,
e20130566,550,1622,275,,,,,,
e20120663,500,,,,,,,,
e20140777,550,32,275,,,,,,
e20130015,0,,,,,,,,
e20130558,550,3139,275,5134,275,,,,
e20120279,500,3263,300,5415,200,,,,
e20130674,550,3988,550,,,,,,
e20120297,500,2144,250,4871,250,,,,
e20131036,300,1361,150,4975,150,,,,
e20140391,550,807,275,5349,275,,,,
e20120802,250,2519,125,4644,125,,,,
e20140263,550,135,275,3991,275,,,,
e20120478,500,2150,250,4451,250,,,,
e20140995,300,1129,150,3506,150,,,,
e20130768,550,2351,275,5496,275,,,,
e20140094,550,342,275,4598,275,,,,
e20140770,0,349,,,,,,,
e20120050,500,2294,500,,,,,,
e20120347,500,3011,250,5284,250,,,,
e20120202,550,,,,,,,,
e20130441,550,1878,300,4412,250,,,,
e20130048,550,2215,275,4467,275,,,,
e20130733,550,1521,275,4906,275,,,,
e20140755,550,468,275,3879,275,,,,
e20130150,550,2884,300,4174,250,,,,
e20140349,550,320,275,3571,275,,,,
,0,,,,,,,,
,300,2948,150,4818,150,,,,
,0,,,,,,,,
e20130987,300,1900,150,5093,150,,,,
e20120183,500,1596,250,4134,250,,,,
e20130214,550,1459,100,4653,150,,,,
e20130512,550,3178,275,5493,275,,,,
e20130291,550,2340,150,5566,400,,,,
e20140949,300,757,150,,,,,,
e20130327,550,1601,250,3824,300,,,,
,300,1482,300,,,,,,
e20130190,550,2977,280,4464,270,,,,
e20130285,550,,,,,,,,
e20130476,550,3314,275,4162,275,,,,
e20130504,400,3124,200,3434,200,,,,
e20130627,550,2132,280,4349,270,,,,
e20130632,400,1465,200,4382,200,,,,
e20130769,550,1491,300,3632,250,,,,
e20130036,550,2941,300,4575,250,,,,
e20120508,0,,,,,,,,
e20110629,225,2753,110,5189,115,,,e20110629,
e20130848,400,1254,200,3541,200,,,,
e20140511,550,874,275,4526,275,,,,
e20130577,400,1620,400,,,,,,
e20130606,550,2366,550,,,,,,
e20131139,300,2758,150,5672,150,,,,
e20140668,0,,,,,,,,
,400,,,,,,,,
e20140398,550,376,300,4407,250,,,,
,0,,,,,,,,
e20130025,550,1506,300,4201,250,,,,
e20131050,300,2825,200,4992,100,,,,
e20130669,400,3438,400,,,,,,
e20130890,0,,,,,,,,
e20140067,550,730,275,,,,,,
e20140210,550,658,275,,,,,,
e20130312,550,2771,275,5219,275,,,,
e20130318,400,,,,,,,,
e20130360,550,,,,,,,,
e20130599,550,3279,275,5557,275,,,,
e20130787,550,2461,250,5074,300,,,,
e20140934,300,1099,150,4886,150,,,,
e20120467,250,3278,125,5516,125,,,,
e20130657,0,,,,,,,,
e20130111,550,1287,550,,,,,,
e20130335,0,,,,,,,,
,0,,,,,,,,
,0,,,,,,,,
e20130249,550,1192,275,3857,275,,,,
e20120291,250,1783,125,3830,125,,,,
e20130088,550,2110,550,,,,,,
,0,,,,,,,,
,550,3240,100,,,,,,
,300,2929,150,4984,150,,,,
e20120821,500,,500,,,,,,
,0,,,,,,,,
e20130317,550,1461,275,3887,275,,,,
e20120655,550,,,,,,,,
e20130671,550,1772,275,4491,275,,,,
e20130456,550,1703,550,,,,,,
e20130051,550,1326,550,,,,,,
e20130173,550,,,,,,,,
e20130990,300,1054,150,4780,150,,,,
e20131038,0,,,,,,,,
e20130645,550,1125,550,,,,,,
e20120110,250,1689,250,,,,,,
e20130344,550,1520,275,5489,275,,,,
e20131026,300,2855,250,5481,50,,,,
e20120420,0,,,,,,,,
e20130932,550,1972,275,3860,275,,,,
e20130561,0,,,,,,,,
e20120551,550,,,,,,,,
e20130006,550,2072,300,3771,250,,,,
e20130499,400,1309,200,4525,200,,,,
e20120016,500,,,,,,,,
e20120082,0,,,,,,,,
e20120343,250,3395,250,,,,,,
e20130574,550,,,,,,,,
e20120790,550,,,,,,,,
e20130909,0,,,,,,,,
e20130171,550,5163,550,,,,,,
e20110232,450,1819,450,,,,,e20110232,
e20131045,300,2417,150,5029,150,,,,
e20130596,400,2349,200,4315,200,,,,
e20131019,300,1887,150,3661,150,,,,
e20140594,550,476,550,,,,,,
e20120804,550,,,,,,,,
e20130289,550,2342,150,5567,400,,,,
e20130393,550,2311,300,3951,250,,,,
e20130969,0,,,,,,,,
e20130974,300,4553,300,,,,,,
e20130388,550,1384,550,,,,,,
e20130576,0,,,,,,,,
e20130593,400,2355,200,4096,200,,,,
e20131115,300,2425,150,5624,150,,,,
e20130886,550,3092,200,,,,,,
,300,,,,,,,,
,550,1580,300,4956,250,,,,
,500,2015,250,3700,250,,,,
,0,,,,,,,,
,550,3040,275,5077,275,,,,
,550,2135,265,5658,285,,,,
,550,,,,,,,,
,0,,,,,,,,
e20130186,550,2715,200,5324,350,,,,
e20130315,550,1921,275,4430,275,,,,
e20131027,300,4558,300,,,,,,
e20120716,500,2171,250,5565,250,,,,
e20130047,550,,,,,,,,
e20130333,400,1652,200,3775,200,,,,
e20120380,500,3398,500,,,,,,
e20110425,450,1514,450,,,,,e20110425,
e20120300,500,2726,250,4774,250,,,,
e20140953,200,991,100,,,,,,
e20140392,550,682,550,,,,,,
e20120662,500,2481,250,4499,250,,,,
e20130786,550,3441,550,,,,,,
e20140828,400,885,200,4042,200,,,,
e20140128,400,60,200,3559,200,,,,
e20120244,250,3122,250,,,,,,
e20130225,0,,,,,,,,
e20130955,300,1799,150,,,,,,
e20120204,500,2412,250,5267,250,,,,
e20140363,400,111,400,,,,,,
e20130040,550,3418,550,,,,,,
e20130146,550,3504,550,,,,,,
e20140298,550,663,550,,,,,,
,0,,,,,,,,
e20130413,550,3428,550,,,,,,
e20130662,550,2788,275,4722,275,,,,
e20131060,300,1539,150,5585,150,,,,
e20110611,450,25,450,,,,,e20110611,
e20120782,550,,,,,,,,
e20120566,500,2843,250,5242,250,,,,
e20141065,0,1575,100,4063,100,,,,
e20130172,550,4554,550,,,,,,
e20130915,550,2305,275,4747,275,,,,
e20131022,200,1609,100,5543,100,,,,
e20130215,550,2428,300,4413,250,,,,
e20130737,550,2123,300,4902,250,,,,
e20130920,400,3445,400,,,,,,
e20120107,500,2925,250,5076,250,,,,
e20130157,550,1570,275,4707,200,5616,75,,
e20130219,550,769,300,3871,250,,,,
,0,,,,,,,,
,550,300,275,5307,275,,,,
e20130806,550,1223,300,3889,250,,,,
e20130950,300,2841,150,5655,150,,,,
e20130223,550,,,,,,,,
e20130383,550,,,,,,,,
e20130563,400,2420,200,5103,200,,,,
e20130897,550,1413,550,,,,,,
e20130928,550,1798,275,3995,275,,,,
e20140135,550,265,275,5364,275,,,,
,0,,,,,,,,
,550,286,275,2918,275,,,,
,400,1346,200,1012,200,,,,
,550,343,275,4587,275,,,,
e20140890,200,999,100,3716,100,,,,
e20140104,400,358,200,4454,200,,,,
e20130455,400,2865,200,4924,200,,,,
e20130931,550,1076,275,4200,275,,,,
e20130324,550,466,300,4662,250,,,,
e20130462,0,,,,,,,,
e20141003,300,1371,150,5064,150,,,,
e20130798,550,2167,250,5168,300,,,,
,0,,,,,,,,
,550,536,300,4296,250,,,,
,200,1007,100,4238,100,,,,
,0,,,,,,,,
,550,1734,300,4766,250,,,,
,550,1651,275,4531,275,,,,
,550,855,275,4591,200,5183,75,,
,450,3781,225,5151,225,,,e20110637,
,550,2905,275,5048,275,,,,
e20120596,500,2980,250,4462,250,,,,
e20130873,550,3058,275,5607,275,,,,
e20131232,300,4561,300,,,,,,
e20130461,550,1919,250,4428,300,,,,
,0,,,,,,,,
e20130014,550,625,275,5126,275,,,,
e20140886,0,1429,150,,,,,,
e20130492,550,3143,275,,,,,,
e20140647,550,936,275,3686,275,,,,
e20130913,550,3026,50,3913,500,,,,
e20130026,550,1381,275,3610,275,,,,
